property_id,property_name,address,city,state,min_rent,max_rent,availability,primary_image_url,image_urls,special,feature_highlights,exterior_amenities,interior_amenities,pet_policy,managed_by,built_year,min_sqft,max_sqft,photo_count,has_complete_core_info
REM239,"Pearl 21Eleven","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM240,"Pearl Greenway","3788 Richmond Ave, Houston, TX 77046",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo guest card}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM241,"Pearl Residences At CityCentre","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM242,"Pearl Rosemont","2727 Albany St, Houston, TX 77006",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM243,"Pearl Washington","5454 Washington Ave, Houston, TX 77007",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM244,"Preserve At Woodridge","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM245,"Prose Canopy","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM246,"Prose Deerbrook","19815 Kenswick Dr, Humble, TX 77338",Humble,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM247,"Prose District West","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM248,"Prose In The Pines","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM249,"Prose K T X","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM250,"Prose Riviana","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM251,"Prose South Main","12111 Main St, Houston, TX 77035",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50%-100% (Register) {50%=4-11mo 100%=12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM252,"Providence Uptown","3323 McCue Rd, Houston, TX 77056",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM253,"Ravella At Sienna","5330 Sienna Pkwy, Missouri City, TX 77459",Missouri City,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM254,"Reserve @ City Center North","2401 W Sam Houston Pkwy N, Houston, TX 77043",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% (LRN) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM256,"Reserve On Kingsland","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM257,"Resia Ten Oaks","18036 Park Row, Houston, TX 77084",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo net effective rate}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM258,"Resort Townhomes","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM259,"Revl Heights","825 Usener St, Houston, TX 77009",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM260,"Revl Med Center","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM261,"Rise At Elmside","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM262,"Rosalia Silverlake","2760 County Rd 94, Pearland, TX 77584",Pearland,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {13+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM263,"Rowan On The Trails","10505 Deerwood Rd, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM264,"Royal Phoenician","16900 Northchase, Houston, TX 77060",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",® 50%-100% (Register) {50%=6/11mo 100%=12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM266,"Sabine Street Lofts","150 Sabine St, Houston, TX 77007",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM267,"San Augustine","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM268,"San Estrella","13475 Rincon Dr, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",75%-125% {75%=6-11mo 125%=12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM269,"San Marino","15255 Vintage Preserve Pkwy, Houston, TX 77070",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM270,"San Montego","1600 Eldridge Pkwy, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM271,"San Palmas","15915 Kingfield Dr, Houston, TX 77084",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",25%-75% {25%=6-11mo 75%=12-15mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM272,"San Paloma","1255 Eldridge Pkwy, Houston, TX 77077",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Escort) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM273,"San Paseo","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM274,"San Remo","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM275,"San Tierra","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM276,"Santoro","7105 Old Katy Rd, Houston, TX 77024",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM277,"Sawyer Heights Lofts","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM278,"Signature Point","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM279,"Silver Springs","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM280,"Silverstream","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM281,"Skyline At Midtown","707 Saulnier St, Houston, TX 77019",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM282,"Smart Living Allen Genoa","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM283,"Smart Living At Texas City","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM284,"SoDo On Main North Tower","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM285,"SoDo On Main South Tower","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM286,"Sola Westchase","3354 Rogerdale, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (LRN) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM287,"Soneto On Western","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM288,"Southfork Lake","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM289,"Spring Oaks - Woodbriar","7103 Oakwood Glen Blvd, Spring, TX 77379",Spring,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM290,"Springwood Park","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM291,"St Andrie","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM292,"St Elizabeth Place","4514 Lyons Ave S, Houston, TX 77020",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",® 100% (Escort) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM293,"Starling At Bridgeland","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM294,"Stella At Shadow Creek Ranch","11900 Shadow Creek Pkwy, Pearland, TX 77584",Pearland,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM295,"Stone Loch","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM296,"Stonegrove Fall Creek","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM297,"Summit At Champions","14365 Cornerstone Vlg, Houston, TX 77014",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",® 100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM298,"Summit At Renaissance Park","12121 Greenspoint Dr, Houston, TX 77060",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
